Session Date,Session Title,Player Name,Player Primary Position,Total Distance,Distance Zone 1 (Relative),Distance Zone 2 (Relative),Distance Zone 3 (Relative),Distance Zone 4 (Relative),Distance Zone 5 (Relative),Distance Zone 6 (Relative),HSR,Max Speed,% Max Speed,High Speed Running (Relative),HSR Per Minute (Relative),Accelerations (Relative),Accelerations Zone 3 - Zone 6 (Relative),Accels,Accelerations Zone 5 - Zone 6 (Relative),Player Max Accel,Max Acceleration,Accelerations Per Min (Relative),Decelerations (Relative),Decelerations Zone 3 - Zone 6 (Relative),Decels,Decelerations Zone 5 - Zone 6 (Relative),Player Max Decel,Max Deceleration,Decelerations Per Min (Relative),HML Distance,HML Efforts Total Distance,HML Efforts,HMLD Per Minute,Distance Per Min,Fatigue Index,Speed Intensity,Dynamic Stress Load,Dynamic Stress Load Zone 4 - Zone 6,Dynamic Stress Load Zone 5 - Zone 6,Collisions,Collision Load,Impacts Zone 3 - Zone 6 (Relative),Impacts Zone 4 - Zone 6 (Absolute),Impacts Zone 4 - Zone 6 (Relative),Impacts Zone 5 - Zone 6 (Absolute),Impacts Zone 5 - Zone 6 (Relative),Mechanical Load,Total Metabolic Power,Drill Title
11/4/2023,Game,Leonte Oulahi,WR,6264,3272,1111,1533,269,79,0,348,19.57,94.09,79,0.42,46,79,46,30,7.58,6.75,0.25,37,73,37,23,8.27,7.41,0.2,839,859,74,4.49,33.52,0.25,274.64,68.52,14.51,9.69,8,51.24,58,0,16,0,7,0,323076.9,Entire Session
11/4/2023,Game,Tyson Garrett,RB,4661,3589,388,577,96,10,0,106,19.74,89.85,10,0.06,15,28,15,9,7.97,6.02,0.08,13,27,13,5,7.53,7.01,0.07,295,306,22,1.58,25.06,0.39,189.16,74.09,20.58,9.42,5,35.89,95,0,29,0,7,0,221368.3,Entire Session
11/11/2023,Game,Hollis Mathis,WR,6293,3968,1211,444,393,213,64,669,19.94,90.06,277,1.46,31,57,31,27,7.36,6.84,0.16,25,56,25,17,8.09,9.88,0.13,862,943,53,4.54,33.15,0.34,277.4,93.08,23.2,15.72,7,52.75,85,0,25,0,11,0,319716.7,Entire Session
11/11/2023,Game,JT Mayo,WR,6092,3991,1260,512,245,49,36,329,20.31,99.85,84,0.44,47,84,47,35,7.57,9.4,0.25,35,71,35,17,8.02,9.22,0.18,758,768,72,3.99,32.09,0.4,257.75,102.53,9.41,4.92,7,46.69,93,0,12,0,4,0,308927.8,Entire Session
11/11/2023,Game,Josh Guilford,WR,4319,3159,804,270,66,16,4,86,19.11,84.11,20,0.11,20,42,20,15,7.28,6.47,0.11,11,22,11,3,7.93,5.98,0.06,301,316,30,1.58,22.68,0.36,177.18,63.31,7.01,2.28,2,12.26,46,0,11,0,2,0,209229.3,Entire Session
11/11/2023,Game,Carson Jenkins,WR,5859,3832,1333,454,166,45,29,240,20.85,91.85,74,0.39,35,61,35,24,7.37,6.64,0.18,29,50,29,12,8.85,7.17,0.15,608,635,52,3.19,30.73,0.27,247.9,67.5,5.89,0.84,3,21.65,65,0,10,0,1,0,294717.9,Entire Session
11/11/2023,Game,Martin Lucas,RB,3109,2424,356,307,23,0,0,23,14.17,63.37,0,0,9,16,9,4,6.52,5.33,0.05,3,10,3,0,7.41,3.46,0.02,189,253,20,0.98,16.14,0.13,124.24,16.57,2.33,2.33,1,3.22,4,0,1,0,1,0,143857.6,Entire Session
11/11/2023,Game,Malachi Imoh,RB,3903,2861,667,297,58,20,0,78,18.7,82.89,20,0.1,18,29,18,15,8.52,6.62,0.09,14,23,14,9,8.58,7.35,0.07,298,298,26,1.57,20.55,0.27,161,44.15,12.69,7.77,7,53.81,37,0,14,0,5,0,192695.3,Entire Session
11/11/2023,Game,Tyler Hughes,QB,6122,4438,1125,409,95,38,18,151,19.93,89.01,56,0.3,50,77,50,18,7.13,6.6,0.26,24,51,24,14,7,9.97,0.13,490,458,40,2.57,32.11,0.29,250.6,71.5,20.82,16.8,13,95.91,54,0,18,0,11,0,297932.2,Entire Session
11/11/2023,Game,Trey McDonald,TE,4399,2699,1012,395,210,69,14,292,18.86,90.24,83,0.43,21,42,21,18,6.19,5.57,0.11,16,40,16,8,8.5,7.47,0.08,427,422,28,2.21,22.79,0.45,185.51,84.07,20.82,12.44,7,53.72,97,0,26,0,9,0,215871.7,Entire Session
11/11/2023,Game,Sean McElwain,TE,5717,3373,1068,903,223,118,32,373,18.41,88.77,150,0.8,36,81,36,24,7.73,5.97,0.19,29,50,29,17,7.98,7.03,0.15,706,743,68,3.76,30.49,0.29,246.25,72.58,8.95,5.68,8,51.32,51,0,12,0,5,0,285619.9,Entire Session
11/11/2023,Game,Charles Grant,OL,4197,2812,1135,240,11,0,0,11,14.4,75.79,0,0,45,74,45,21,5.94,5.42,0.25,21,48,21,8,5.67,6.42,0.12,267,189,29,1.48,23.32,0.54,170.14,91.86,17.94,9.46,13,91.14,82,0,24,0,8,0,203855.9,Entire Session
11/11/2023,Game,Ethan Yip,DB,6413,4036,1440,630,234,69,4,307,17.93,84.42,74,0.39,59,109,59,18,7.18,5.54,0.31,33,69,33,16,6.66,7.21,0.17,812,809,74,4.24,33.49,0.22,272.83,59.09,7.2,3.53,6,42.85,34,0,9,0,2,0,324408.8,Entire Session
11/11/2023,Game,David Roulley,DB,7701,4741,1508,794,455,178,26,658,18.96,90.94,204,1.08,107,148,107,48,6.33,6.5,0.57,72,116,72,38,6.56,6.94,0.38,1323,1281,119,7.03,40.96,0.35,335.2,118.27,21.51,12.39,11,78.65,117,0,25,0,8,0,414421.4,Entire Session
11/11/2023,Game,Alex Washington,LB,6386,3586,1628,640,328,104,100,532,20.18,89.61,204,1.07,66,103,66,35,7.44,7.26,0.35,50,77,50,27,8.14,8.54,0.26,918,916,69,4.83,33.57,0.49,279.14,136.64,34.4,21.69,12,83.81,153,0,41,0,15,0,328100,Entire Session
11/11/2023,Game,Quinn Osborne,LB,5399,3876,736,479,200,44,64,309,19.88,90.94,109,0.57,42,68,42,22,7.3,5.88,0.22,31,51,31,12,7.65,6.79,0.16,585,556,48,3.08,28.38,0.33,223.94,73.82,14.43,7.51,12,94.4,66,0,19,0,6,0,265951.7,Entire Session
11/11/2023,Game,Cade Mattive,LB,4124,2633,891,305,156,95,44,295,19.43,89.46,139,0.73,18,28,18,15,6.71,6.66,0.09,15,26,15,3,6.51,5.82,0.08,377,374,22,1.99,21.74,0.51,176.15,89.86,26.63,15.31,1,10.26,91,0,32,0,11,0,200874.9,Entire Session
11/11/2023,Game,Jaedon Joyner,DB,6721,4806,1173,641,80,20,1,101,18.67,87.65,21,0.11,60,96,60,25,7.12,6.04,0.31,38,64,38,21,7.68,7.14,0.2,752,734,73,3.93,35.14,0.17,279.07,48.28,4.1,3.48,4,28.64,31,0,4,0,3,0,338624.3,Entire Session
11/11/2023,Game,John Kearney,LB,5378,3510,584,845,261,178,0,438,19.79,92.95,178,0.88,23,33,23,16,6.89,6.59,0.11,16,23,16,14,7.95,8.88,0.08,617,603,34,3.05,26.62,0.28,231.72,65.5,22.81,17.7,10,84.06,58,0,20,0,10,0,260493.8,Entire Session
11/11/2023,Game,Tyson Garrett,RB,5627,3457,577,1168,304,121,0,425,19.33,87.98,121,0.66,33,60,33,24,7.97,6.32,0.18,31,55,31,22,7.53,8.38,0.17,838,911,56,4.54,30.51,0.45,246.03,109.77,41.26,23.78,14,112.27,127,0,49,0,16,0,289219.9,Entire Session
11/18/2023,Game,Hollis Mathis,WR,6572,3748,1381,632,485,230,96,811,21.26,96.03,326,1.77,52,76,52,44,7.36,6.43,0.28,46,81,46,33,8.09,8.97,0.25,1187,1270,75,6.45,35.71,0.35,297.34,103.14,28.2,20.61,10,75.53,91,0,28,0,14,0,351260.7,Entire Session
11/18/2023,Game,JT Mayo,WR,6845,4102,1665,728,309,39,2,350,18.77,92.28,41,0.22,67,120,67,53,7.57,9.06,0.36,45,91,45,26,8.02,8.89,0.24,934,957,92,5.07,37.19,0.44,293.04,130.14,19.55,14.95,14,98.83,78,0,17,0,9,0,357130.6,Entire Session
11/18/2023,Game,Josh Guilford,WR,5751,2890,1673,908,221,59,0,280,18.42,81.07,59,0.32,54,90,54,39,7.28,6.83,0.29,33,71,33,13,7.93,7.97,0.18,974,1048,82,5.29,31.25,0.49,256.3,124.51,10.78,5.16,0,0,104,0,15,0,4,0,310591.5,Entire Session
11/18/2023,Game,Malachi Imoh,RB,5785,3570,1434,516,132,90,43,265,20.74,91.93,133,0.72,42,63,42,28,8.52,6.26,0.23,25,48,25,16,8.58,7.03,0.14,666,672,53,3.62,31.43,0.36,248.96,89.57,22.32,14.77,9,71.06,73,0,25,0,11,0,289463,Entire Session
11/18/2023,Game,Darius WIlson,QB,6090,4106,1055,492,269,90,78,437,19.51,91.64,168,0.91,56,96,56,21,6.93,5.84,0.3,35,61,35,23,7.31,8.89,0.19,717,707,52,3.9,33.09,0.29,258.23,75.9,27.89,23.25,11,79.71,61,0,25,0,16,0,307037.3,Entire Session
11/18/2023,Game,Trey McDonald,TE,5640,3153,1563,670,194,56,4,254,17.47,83.59,60,0.32,48,79,48,28,6.19,5.82,0.26,31,62,31,16,8.5,7.29,0.17,597,622,57,3.24,30.64,0.26,239.3,62.38,17.03,13.98,11,78.58,51,0,16,0,10,0,282993.6,Entire Session
11/18/2023,Game,Sean McElwain,TE,6751,3784,1419,894,509,135,9,654,17.24,83.12,144,0.78,67,100,67,43,7.73,6.01,0.36,55,83,55,31,7.98,7.85,0.3,1097,1142,94,5.96,36.68,0.33,294.28,97.12,20.84,15.97,11,81.47,76,0,17,0,8,0,356014.3,Entire Session
11/18/2023,Game,Charles Grant,OL,4883,3212,1322,348,1,0,0,1,13.81,72.68,0,0,46,102,46,19,5.94,5.3,0.25,20,51,20,5,5.67,4.53,0.11,273,179,29,1.48,26.53,0.65,198.4,128.54,49.43,35.65,13,83.92,114,0,49,0,24,0,233563.2,Entire Session
11/18/2023,Game,Jalen Jones,DB,6344,3930,1740,557,78,32,6,116,20.67,94.47,38,0.2,60,109,60,25,6.97,5.98,0.33,38,69,38,18,8.01,7.63,0.21,682,657,73,3.71,34.47,0.24,268.45,64.59,7.62,2.05,3,24.34,47,0,14,0,2,0,316588.7,Entire Session
11/18/2023,Game,Alex Washington,LB,5732,3253,1485,652,192,94,57,343,19.83,88.06,151,0.82,53,95,53,31,7.44,6.73,0.29,31,54,31,17,8.14,8.69,0.17,765,766,61,4.15,31.15,0.42,247.26,102.85,22.32,16.37,13,91.38,103,0,24,0,12,0,292101.9,Entire Session
11/18/2023,Game,Quinn Osborne,LB,4989,3128,925,591,172,95,70,336,20.99,96.02,165,0.9,45,67,45,22,7.3,5.6,0.24,27,49,27,11,7.65,9.24,0.15,599,613,48,3.26,27.11,0.34,213.85,73.14,12.82,11.15,9,61.53,46,0,10,0,7,0,248619,Entire Session
11/18/2023,Game,Cade Mattive,LB,4363,2458,1087,511,143,89,75,308,20.05,92.31,165,0.89,27,43,27,20,6.71,6.7,0.15,14,26,14,7,6.51,6.6,0.08,542,594,37,2.94,23.71,0.44,190.89,83.04,15.39,8.78,6,44.95,62,0,19,0,6,0,219916.4,Entire Session
11/18/2023,Game,Christian Hamm,LB,2599,2007,336,187,13,12,44,69,18.51,91.5,56,0.31,3,6,3,1,6.14,4.81,0.02,0,4,0,0,6.49,2.84,0,103,127,5,0.56,14.12,0.13,104.14,13.12,0,0,0,0,10,0,0,0,0,0,116609.4,Entire Session
11/18/2023,Game,Davin Dzidzienyo,DL,4356,3183,692,437,38,7,0,45,14.75,80.56,7,0.04,33,74,33,10,5.74,4.69,0.18,14,36,14,3,5.95,5.57,0.08,286,275,32,1.55,23.67,0.44,174.84,77.34,18.91,6.92,14,85.88,96,0,30,0,6,0,207762.9,Entire Session
11/18/2023,Game,Jaedon Joyner,DB,4674,3083,935,508,76,49,23,148,20.09,94.32,72,0.39,39,58,39,20,7.12,7.96,0.21,20,32,20,8,7.68,8.91,0.11,502,526,43,2.73,25.39,0.19,198.03,37.05,5.5,4.13,4,30.41,16,0,5,0,2,0,234623,Entire Session
11/18/2023,Game,John Kearney,LB,5478,2969,915,1126,263,205,0,467,18.95,89.01,205,1.11,39,58,39,31,6.89,8.73,0.21,22,39,22,16,7.95,8.53,0.12,779,810,48,4.23,29.77,0.26,243.21,63.1,8.64,4.82,9,71.53,38,0,10,0,3,0,277744.5,Entire Session
11/18/2023,Game,Tyson Garrett,RB,4848,3235,590,802,172,48,0,220,18.53,84.34,48,0.26,17,34,17,10,7.97,5.49,0.09,10,23,10,8,7.53,6.6,0.05,441,494,31,2.4,26.34,0.29,204.12,59.78,7.98,3.14,2,14.35,56,0,12,0,3,0,230121.8,Entire Session
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2024,Game,Hollis Mathis,WR,5144,3563,917,314,183,76,91,350,21.23,95.89,167,0.94,35,52,35,24,7.36,6.94,0.19,22,45,22,16,8.09,7.88,0.12,604,621,43,3.41,29.03,0.38,220.17,83.12,19.98,11.17,7,61.14,90,24,20,7,3,5955.24,263092.3,Pre-Game
8/29/2024,Game,DreSean Kendrick,WR,5771,3242,1648,622,248,11,0,259,18.05,82.72,11,0.06,56,106,56,37,7.54,7.54,0.31,19,49,19,6,7.31,9.82,0.1,831,888,83,4.59,31.89,0.35,249.81,86.24,10.15,3.38,6,46.16,70,16,15,2,1,7837.39,302703.1,Pre-Game
8/29/2024,Game,JT Mayo,WR,5370,2984,1450,695,197,42,1,240,16.73,82.25,43,0.24,63,99,63,47,7.57,6.27,0.35,20,46,20,7,8.02,6.71,0.11,680,652,80,3.84,30.32,0.56,227.57,127.2,24.8,16.99,13,95.65,107,27,21,12,6,7575.49,283342.9,Pre-Game
8/29/2024,Game,Carson Jenkins,WR,3486,2192,831,280,162,18,4,183,19.54,86.08,22,0.12,27,48,27,18,7.37,6.85,0.15,11,24,11,6,8.85,7.65,0.07,450,450,41,2.49,19.26,0.38,148.73,56.77,9.89,3.01,2,15.68,54,16,13,3,0,4629.54,182353.1,Pre-Game
8/29/2024,Game,Bronson Yoder,RB,5805,3445,1524,639,173,25,0,198,17.01,82.57,25,0.14,49,83,49,23,7.46,6.14,0.26,33,71,33,20,7.72,7.51,0.18,691,704,71,3.82,32.08,0.48,244.85,117.33,26.22,9.27,16,114.72,122,36,33,6,3,6349.02,291980,Pre-Game
8/29/2024,Game,Martin Lucas,RB,3592,2526,669,314,80,2,0,82,17.34,77.55,2,0.01,17,27,17,15,6.52,6.52,0.11,9,22,9,6,7.41,6.28,0.06,350,367,27,2.03,20.81,0.17,148.02,25.58,1.05,0,4,31.53,17,2,2,0,0,3836.36,177039.5,Pre-Game
8/29/2024,Game,Malachi Imoh,RB,4600,2942,994,452,136,62,15,212,21.02,93.17,77,0.45,38,62,38,25,8.52,6.71,0.22,15,29,15,3,8.58,8.58,0.08,609,629,53,3.53,26.66,0.49,197.41,96.28,30.64,23.15,11,86.25,87,27,22,13,8,5582.65,236283.9,Pre-Game
8/29/2024,Game,Darius WIlson,QB,5752,3862,987,628,215,31,29,275,19.71,92.58,60,0.33,56,102,56,20,6.93,6.24,0.3,21,58,21,14,7.31,7.35,0.11,742,738,65,4.1,31.78,0.29,242.76,70.61,16.5,12.57,6,47.51,60,15,10,9,4,6806.93,293591,Pre-Game
8/29/2024,Game,Trey McDonald,TE,5374,3378,1337,564,95,0,0,95,15.57,74.5,0,0,56,97,56,30,6.19,5.78,0.31,11,36,11,1,8.5,5.67,0.06,555,527,60,3.13,30.33,0.33,223.71,73.95,17.37,9.5,14,83.55,74,21,19,6,4,6421.32,271920.9,Pre-Game
8/29/2024,Game,Sean McElwain,TE,5804,3567,1444,577,178,33,5,216,18.6,89.68,38,0.21,51,92,51,18,7.73,5.95,0.28,29,66,29,13,7.98,7.71,0.16,716,691,73,4.04,32.76,0.43,245.24,105.49,18.24,12.12,9,60.53,88,23,13,11,1,6771.68,301343.3,Pre-Game
8/29/2024,Game,Charles Grant,OL,4154,2714,1041,374,24,1,0,25,14.9,78.42,1,0.01,46,83,46,20,5.94,5.63,0.27,12,38,12,5,5.67,5.97,0.07,266,201,30,1.58,24.64,0.57,168.22,95.75,27.35,15.23,28,172.18,106,35,23,13,1,4841.64,201910.9,Pre-Game
8/29/2024,Game,Marcus Barnes,DB,7580,4869,1795,698,164,51,3,217,19.38,86.21,53,0.3,63,107,63,32,9.46,6.14,0.35,32,68,32,18,7.94,7.32,0.18,878,857,91,4.97,42.88,0.28,319.64,89.46,17.43,12.35,12,85.2,57,18,13,8,3,7240.44,381547.7,Pre-Game
8/29/2024,Game,Jalen Jones,DB,6198,3742,1481,732,229,14,0,243,18.37,83.96,14,0.08,72,114,72,29,6.97,5.99,0.4,34,74,34,14,8.01,6.05,0.19,906,861,92,5.13,35.06,0.52,265.73,137.93,29.54,13.98,11,75.91,172,40,32,11,3,7728.96,322494.6,Pre-Game
8/29/2024,Game,Alex Washington,LB,5326,3473,1260,427,149,16,1,166,19.44,86.32,17,0.1,57,110,57,22,7.44,5.99,0.32,26,60,26,15,8.14,7.04,0.14,688,629,72,3.98,30.77,0.32,223.75,72.32,13.02,8.1,8,55.89,67,15,12,5,2,6227.66,273557.8,Pre-Game
8/29/2024,Game,Quinn Osborne,LB,5186,3533,1163,426,64,0,0,64,16.09,73.6,0,0,61,91,61,28,7.3,5.6,0.34,26,61,26,13,7.65,7.5,0.14,539,514,64,3.12,30.04,0.38,213.86,81.9,15.24,8.89,19,131.22,73,20,12,8,0,6786.01,262903.5,Pre-Game
8/29/2024,Game,Cade Mattive,LB,4475,2475,1056,469,233,202,40,475,20.33,93.6,242,1.4,34,55,34,26,6.71,6.71,0.2,8,16,8,4,6.51,8.14,0.04,613,636,36,3.54,25.9,0.41,200.47,81.51,10.94,3.72,7,59.07,85,16,13,3,0,7197.2,224068.2,Pre-Game
8/29/2024,Game,Christian Hamm,LB/DE,4878,2829,1056,473,271,183,64,519,18.73,92.59,247,1.43,73,104,73,39,6.14,6.02,0.44,35,68,35,15,6.49,8.69,0.21,828,818,70,4.78,28.19,0.77,213.61,164.11,35.3,12.33,32,233.78,243,57,49,10,2,9494.91,260197.6,Pre-Game
8/29/2024,Game,Davin Dzidzienyo,DL,3544,2415,837,244,44,4,0,49,13.93,76.08,4,0.02,21,52,21,0,5.74,5.55,0.13,4,16,4,0,5.95,5.63,0.02,244,192,32,1.44,20.97,0.44,141.35,61.67,13.09,3.49,6,40.14,72,20,17,3,0,6262.44,176839.4,Pre-Game
8/29/2024,Game,Jaedon Joyner,DB,5837,3772,1226,557,189,67,26,282,20.08,94.27,93,0.53,64,97,64,24,7.12,6.21,0.36,27,54,27,9,7.68,6.53,0.15,810,792,72,4.58,33.02,0.21,247.31,51.85,2.47,0.9,1,7.64,13,4,3,1,0,6907,303549.9,Pre-Game
8/29/2024,Game,John Kearney,LB,5695,3495,1246,408,261,229,57,546,19.52,91.69,285,1.66,31,60,31,13,6.89,5.91,0.18,21,35,21,11,7.95,6.88,0.12,725,779,45,4.21,33.1,0.31,248.11,78,11.32,7.21,6,45.99,74,14,11,5,2,4781.63,278616.2,Pre-Game
8/29/2024,Game,Leonte Oulahi,WR,4429,2828,965,382,178,74,1,253,17.75,85.34,74,0.42,32,41,32,15,7.58,6.73,0.18,9,26,9,5,8.27,7.44,0.05,481,500,42,2.71,25,0.18,186.32,33.3,0.81,0.81,2,16.18,15,1,0,1,0,4393.78,220470.4,Pre-Game
8/29/2024,Game,Matt Akuchie,WR,6631,3437,1931,728,259,146,83,488,25.73,112.6,229,1.29,61,91,61,35,7.69,10,0.35,25,67,25,10,9.07,8.7,0.14,1099,1129,82,6.2,37.42,0.3,300.2,91.27,10.52,8.5,7,48.46,37,9,7,5,3,10812.49,341774,Pre-Game
8/29/2024,Game,Damian Harris,WR,5487,2858,1607,739,177,71,35,283,19.6,95.98,106,0.59,57,91,57,35,7.92,9.15,0.3,19,44,19,7,8.51,7.85,0.1,784,778,79,4.33,30.32,0.39,236.68,93.43,15.11,6.8,7,54.67,86,21,16,6,1,7794.48,286914.7,Pre-Game
8/29/2024,Game,Mike Malone,DL,2057,1476,375,148,41,16,0,57,15.36,81.62,16,0.12,15,29,15,5,5.75,4.89,0.1,12,22,12,3,6.04,5.21,0.08,154,132,15,1.09,14.59,0.45,82.53,37.22,11.31,4.56,13,88.21,44,17,13,4,0,1181.99,100711.1,1st Quarter
8/29/2024,Game,Breyden Byrd,DL,2820,2342,355,84,14,19,5,39,17.08,87.05,24,0.14,16,32,16,5,7.1,5.37,0.11,3,8,3,2,7.93,7.93,0.02,120,108,12,0.71,16.74,0.18,109.16,19.46,2.66,1.03,4,27.02,24,4,3,1,0,1430.84,132069.1,Pre-Game
8/29/2024,Game,Ryan McKenna,OL,4428,2784,1099,470,75,0,0,75,12.07,71.67,0,0,40,79,40,10,5.31,4.71,0.21,17,45,17,6,5.01,4.78,0.09,245,218,35,1.35,24.46,0.35,178.14,62.71,3.1,2.54,10,66.7,29,2,2,1,1,2479.28,212812.5,Pre-Game
8/29/2024,Game,Sascha Garcia,DB,5997,3697,1424,638,163,56,18,237,20.44,93.12,74,0.42,62,101,62,30,7.24,10,0.36,20,42,20,8,8.65,12.38,0.12,842,797,85,4.77,33.93,0.56,256.7,144.75,42,23.71,11,86.58,184,55,40,19,4,8008.44,315684.3,Pre-Game
8/29/2024,Game,Elijah Rainer,LB,5312,3235,1305,544,147,68,13,228,18.23,89.67,81,0.47,54,81,54,26,6.06,5.42,0.32,14,35,14,8,7.93,8.15,0.08,621,650,64,3.6,30.84,0.55,224.13,122.21,24.39,14,16,115.23,123,28,23,9,4,5316.01,267234.3,Pre-Game
8/29/2024,Game,Jaden Boring,LB,5821,3775,1136,508,261,129,12,402,18.46,86.42,141,0.82,52,80,52,26,6.63,5.5,0.31,13,37,13,6,6.77,6.77,0.07,758,776,62,4.39,33.73,0.13,250.03,33.43,6.29,4.48,5,33.04,14,5,5,2,2,5992.4,291988.9,Pre-Game
8/29/2024,Game,Ty Gordon,DL,3231,1979,810,317,97,12,16,124,15.85,85.58,28,0.17,35,68,35,14,6.29,5.16,0.21,8,34,8,4,7.28,7.28,0.04,238,181,21,1.41,19.11,0.5,130.78,65.6,6.52,1.2,16,110.41,73,11,10,1,0,2636.66,157482.4,Pre-Game
8/29/2024,Game,Josh Miller,RB,3074,2163,629,225,56,1,0,57,15.26,76.64,1,0,22,33,22,15,6.89,5.98,0.14,0,5,0,0,7.21,4.73,0,225,216,22,1.3,17.8,0.16,123.62,20.07,0,0,1,3.63,11,0,0,0,0,2794.23,149608.6,Pre-Game
9/7/2024,Game,Hollis Mathis,WR,5944,3865,1194,515,247,115,8,370,19.49,88.03,123,0.55,42,71,42,31,7.36,7.19,0.19,30,57,30,22,8.09,9.05,0.14,735,778,60,3.31,26.76,0.34,255.47,86.16,15.01,7.29,5,38.11,62,19,18,4,3,7804.15,309038.7,Pre-Game
9/7/2024,Game,DreSean Kendrick,WR,6721,3607,1840,841,290,99,44,433,21.45,98.3,142,0.64,68,114,68,47,7.54,6.58,0.3,18,49,18,9,7.31,8.73,0.08,1134,1165,102,5.11,30.26,0.34,297.46,101.43,3.09,0.84,4,28.84,54,5,4,1,0,11499.2,362393.6,Pre-Game
9/7/2024,Game,JT Mayo,WR,6762,3433,1971,870,329,140,19,488,17.75,87.27,159,0.72,66,118,66,51,7.57,6.38,0.3,22,50,22,10,8.02,7.39,0.1,1030,1015,100,4.64,30.45,0.44,292.95,129.73,11.3,7.67,2,14.15,67,11,10,4,3,8582.36,358527.9,Pre-Game
9/7/2024,Game,Bronson Yoder,RB,5173,2942,1277,874,77,3,0,80,16.68,80.97,3,0.02,52,84,52,29,7.46,5.85,0.3,34,55,34,21,7.72,7.58,0.19,655,691,79,3.88,30.67,0.48,219.5,105.46,32.87,20.54,12,86.03,85,37,31,12,6,6484.91,270078.1,Pre-Game
9/7/2024,Game,Martin Lucas,RB,4243,3035,765,387,56,1,0,57,17.09,76.43,1,0,29,40,29,16,6.52,6.09,0.13,15,28,15,7,7.41,6.99,0.07,386,392,36,1.74,19.11,0.2,173.26,34.13,4.68,2.25,6,43.96,32,6,4,2,0,5912.83,210255,Pre-Game
9/7/2024,Game,Malachi Imoh,RB,4765,3021,1012,601,121,10,0,131,18.24,80.85,10,0.05,37,65,37,23,8.52,6.24,0.17,7,22,7,3,8.58,8.22,0.03,600,609,49,2.7,21.46,0.3,203.5,61,11.02,7.58,6,45.26,39,12,8,6,2,5257.51,242342.5,Pre-Game
9/7/2024,Game,Darius WIlson,QB,6466,4452,1244,526,133,91,21,245,19.81,93.05,112,0.5,68,101,68,35,6.93,6.23,0.31,23,56,23,13,7.31,10.7,0.1,701,678,64,3.16,29.11,0.36,269.8,97.14,29.51,23.66,15,104.57,75,24,19,13,8,8479,330941.4,Pre-Game
9/7/2024,Game,Tyler Hughes,QB,5431,4371,700,233,84,43,0,127,18.97,84.73,43,0.2,24,68,24,12,7.13,6.54,0.11,7,28,7,6,7,8.1,0.03,313,281,19,1.41,24.45,0.24,217.32,52.7,9.11,4.68,7,52.58,34,13,10,4,1,3268.3,258534.3,Pre-Game
9/7/2024,Game,Trey McDonald,TE,5611,3648,1360,411,154,38,0,192,17.65,84.45,38,0.17,63,99,63,44,6.19,5.95,0.29,11,33,11,4,8.5,9.31,0.05,577,519,53,2.6,25.26,0.25,233.82,58.61,14.8,10.47,11,77.74,39,14,10,7,3,6961.91,287506.1,Pre-Game
9/7/2024,Game,Sean McElwain,TE,6869,3733,2022,636,374,103,1,477,17.92,86.4,103,0.47,56,111,56,24,7.73,6,0.26,35,78,35,11,7.98,6.02,0.16,988,885,79,4.45,30.93,0.43,298.86,127.97,13.13,4.86,14,91.5,116,18,18,2,2,11031.72,359527.8,Pre-Game
9/7/2024,Game,Charles Grant,OL,5121,3272,1453,388,8,0,0,8,13.01,68.47,0,0,60,115,60,25,5.94,5.14,0.27,14,45,14,5,5.67,5.67,0.06,335,258,47,1.51,23.06,0.48,207.17,100.1,12.49,2.92,19,119.96,117,23,20,3,0,6687.28,252002.1,Pre-Game
9/7/2024,Game,Marcus Barnes,DB,8849,5392,2295,822,256,83,2,341,19.85,88.3,85,0.38,106,164,106,56,9.46,6.03,0.48,49,112,49,23,7.94,8.48,0.22,1217,1123,112,5.48,39.84,0.33,379.05,125.1,29.83,19.43,18,127.98,101,31,27,12,8,11098.67,462992.1,Pre-Game
9/7/2024,Game,Jalen Jones,DB,6993,4415,1661,655,222,37,5,263,19.33,88.35,42,0.19,86,133,86,31,6.97,5.9,0.39,36,92,36,17,8.01,10.35,0.16,955,882,89,4.3,31.49,0.48,297.58,141.7,31.39,16.78,14,100.68,145,40,32,12,4,8474.64,365378.8,Pre-Game
9/7/2024,Game,Alex Washington,LB,6859,4505,1685,482,163,24,0,187,18.82,83.57,24,0.11,90,132,90,47,7.44,6.25,0.41,36,69,36,14,8.14,8.59,0.16,791,702,75,3.56,30.88,0.45,286.61,130.04,28.74,19.44,19,130.41,146,31,21,14,4,9820.54,350883.4,Pre-Game
9/7/2024,Game,Cade Mattive,LB,5401,3056,1605,306,325,102,6,434,18.8,86.56,109,0.49,50,69,50,26,6.71,6.37,0.23,9,19,9,3,6.51,7.91,0.04,680,663,48,3.06,24.32,0.78,235.01,182.92,55.47,20.39,6,48.05,233,81,68,17,4,8654.55,273114.8,Pre-Game
