Session Date,Session Title,Player Name,Player Primary Position,Total Distance,Distance Zone 1 (Relative),Distance Zone 2 (Relative),Distance Zone 3 (Relative),Distance Zone 4 (Relative),Distance Zone 5 (Relative),Distance Zone 6 (Relative),HSR,Max Speed,% Max Speed,High Speed Running (Relative),HSR Per Minute (Relative),Accelerations (Relative),Accelerations Zone 3 - Zone 6 (Relative),Accels,Accelerations Zone 5 - Zone 6 (Relative),Player Max Accel,Max Acceleration,Accelerations Per Min (Relative),Decelerations (Relative),Decelerations Zone 3 - Zone 6 (Relative),Decels,Decelerations Zone 5 - Zone 6 (Relative),Player Max Decel,Max Deceleration,Decelerations Per Min (Relative),HML Distance,HML Efforts Total Distance,HML Efforts,HMLD Per Minute,Distance Per Min,Fatigue Index,Speed Intensity,Dynamic Stress Load,Dynamic Stress Load Zone 4 - Zone 6,Dynamic Stress Load Zone 5 - Zone 6,Collisions,Collision Load,Impacts Zone 3 - Zone 6 (Relative),Impacts Zone 4 - Zone 6 (Absolute),Impacts Zone 4 - Zone 6 (Relative),Impacts Zone 5 - Zone 6 (Absolute),Impacts Zone 5 - Zone 6 (Relative),Mechanical Load,Total Metabolic Power,Drill Title
9/28/2024,Game,Josh Guilford,WR,5506,3038,1531,783,139,14,0,154,18.14,79.84,14,0.08,60,118,60,36,7.28,6.35,0.35,34,86,34,16,7.93,7.6,0.19,941,1003,96,5.28,30.86,0.44,239.34,105.18,10.45,6.65,2,13.77,87,13,8,6,1,8589.48,293926.9,Pre-Game
9/28/2024,Game,Carson Jenkins,WR,3823,2162,1040,391,150,49,31,231,20.91,92.11,80,0.44,31,48,31,20,7.37,6.68,0.18,14,23,14,6,8.85,6,0.08,546,586,45,2.99,20.94,0.3,167.57,49.66,3.21,0,1,8.1,34,7,7,0,0,5436.16,198984.6,Pre-Game
9/28/2024,Game,Bronson Yoder,RB,5011,2617,1398,766,152,41,38,231,20.15,97.82,79,0.54,56,87,56,33,7.46,5.71,0.39,36,67,36,19,7.72,6.71,0.21,822,828,87,5.61,34.21,0.69,218.04,150.65,29.02,14.28,18,134.53,188,40,33,10,3,8215.16,269458.5,Pre-Game
9/28/2024,Game,Malachi Imoh,RB,5409,3141,1141,771,270,79,7,356,20.2,89.54,86,0.49,60,101,60,40,8.52,6.68,0.35,17,45,17,8,8.58,7.71,0.09,939,990,80,5.39,31.06,0.48,240.13,115.79,35.28,26.81,13,106.93,104,32,23,17,8,8718.7,294176.5,Pre-Game
9/28/2024,Game,Darius WIlson,QB,6263,4339,1149,559,133,80,3,215,18.74,88.02,83,0.45,74,107,74,37,6.93,6.39,0.4,29,51,29,15,7.31,9.58,0.16,712,678,74,3.9,34.31,0.24,261.21,61.95,18.7,15.58,12,90.39,40,17,7,12,2,9083.71,322208.2,Pre-Game
9/28/2024,Game,Trey McDonald,TE,5340,3232,1415,532,134,27,0,161,17.6,84.21,27,0.15,55,90,55,37,6.19,5.81,0.32,12,31,12,1,8.5,7.86,0.07,572,574,61,3.2,29.89,0.24,224.96,54.78,18.01,14.73,11,80.69,33,16,11,10,5,7243.16,271266,Pre-Game
9/28/2024,Game,Sean McElwain,TE,7024,4210,1610,853,278,70,2,350,18.24,87.95,72,0.4,77,113,77,33,7.73,5.83,0.43,49,97,49,25,7.98,7.83,0.27,1054,1021,105,5.9,39.33,0.48,302.18,145.99,42.22,20.45,19,140.99,144,55,44,15,4,11960.31,375565.1,Pre-Game
9/28/2024,Game,Charles Grant,OL,4935,3324,1235,322,50,3,1,54,16.42,86.42,4,0.02,70,122,70,21,5.94,5.04,0.42,13,45,13,4,5.67,5.85,0.07,377,294,54,2.21,28.94,0.47,199.77,93.9,20.71,7.29,23,141.92,112,32,25,7,0,6582.49,244750.7,Pre-Game
9/28/2024,Game,Jalen Jones,DB,5609,3521,1347,589,144,7,0,152,17.84,81.54,7,0.04,75,115,75,31,6.97,5.88,0.44,38,64,38,18,8.01,7.25,0.2,785,761,86,4.4,31.42,0.47,237.85,111.39,21.24,11.3,7,47.73,118,27,24,7,4,6893.39,297447.6,Pre-Game
9/28/2024,Game,Alex Washington,LB,5408,3767,1175,343,91,22,10,123,20.28,90.05,31,0.18,68,107,68,28,7.44,5.24,0.39,24,64,24,6,8.14,6.89,0.13,605,536,65,3.47,31.03,0.31,223.6,69.99,21.16,12.69,10,67.85,60,25,19,9,3,7335.84,275573.9,Pre-Game
9/28/2024,Game,Quinn Osborne,LB,5205,3636,1115,368,64,12,9,85,20.89,95.56,21,0.12,70,98,70,26,7.3,5.73,0.42,33,73,33,17,7.65,8.5,0.18,539,466,55,3.09,29.83,0.35,214.04,74.82,25.66,17.44,15,107.41,49,26,18,12,4,7008.8,266171.8,Pre-Game
9/28/2024,Game,Cade Mattive,LB,5032,2806,1343,438,254,177,14,445,19.32,88.95,191,1.09,52,77,52,31,6.71,5.84,0.33,6,15,6,1,6.51,6.52,0.04,748,750,52,4.29,28.87,0.56,221.98,123.64,28.52,12.64,5,35.66,175,42,33,11,2,8827.49,255335,Pre-Game
9/28/2024,Game,Christian Hamm,LB,3735,2518,823,325,50,20,0,69,16.89,83.49,20,0.11,39,68,39,23,6.14,5.71,0.27,16,35,16,6,6.49,6.52,0.1,352,336,41,2.02,21.41,0.62,152.81,94.74,11.26,0.82,11,76.43,137,20,19,1,0,3909,187345.3,Pre-Game
9/28/2024,Game,Davin Dzidzienyo,DL,3832,2598,920,295,19,0,0,19,13.37,73.02,0,0,21,67,21,0,5.74,5.49,0.12,7,23,7,0,5.95,5.51,0.04,286,211,38,1.68,22.55,0.55,153.32,84.51,23.38,9.83,14,96.47,94,32,28,7,3,6369.48,192447.1,Pre-Game
9/28/2024,Game,Bryce Barnes,DB,6734,4549,1260,429,203,176,116,494,21.71,96.57,291,1.63,34,65,34,12,7.76,6.53,0.2,24,63,24,8,7.93,7.48,0.14,880,862,63,4.93,37.71,0.53,290.66,153.2,25.47,7.1,9,69,215,41,34,7,0,6356.45,337183.3,Pre-Game
9/28/2024,Game,Jaedon Joyner,DB,4924,3336,847,528,154,60,0,214,17.76,83.38,60,0.34,53,69,53,25,7.12,5.87,0.31,16,38,16,2,7.68,5.62,0.09,636,618,61,3.56,27.57,0.13,207.38,27.15,2.25,1.81,0,0,7,3,1,2,0,6355.57,254385.9,Pre-Game
9/28/2024,Game,John Kearney,LB,5390,3227,1168,518,350,124,3,476,18.67,87.69,126,0.73,32,47,32,10,6.89,5.59,0.19,16,37,16,10,7.95,9.21,0.09,746,769,50,4.28,30.94,0.35,234.49,81.7,16.06,9.07,8,68.17,100,19,15,6,2,4918.68,263487.8,Pre-Game
9/28/2024,Game,Tyson Garrett,RB,6270,4136,1154,588,313,80,0,392,18.32,83.39,80,0.44,37,56,37,21,7.97,6.44,0.21,18,41,18,8,7.53,8.45,0.1,777,846,58,4.26,34.37,0.3,268.27,79.21,12.18,8.32,11,79.56,66,12,10,5,3,5856.79,312313.8,Pre-Game
9/28/2024,Game,Matt Akuchie,WR,4444,2706,1072,560,105,1,0,106,17.16,75.1,1,0,34,66,34,23,7.69,5.97,0.2,10,29,10,4,9.07,5.52,0.06,645,706,67,3.61,24.88,0.35,189.92,65.91,2.98,0,3,20.41,37,7,7,0,0,4959.66,227201.8,Pre-Game
9/28/2024,Game,Mike Malone,DL,2700,2174,409,102,15,0,0,15,13.56,72.05,0,0,20,38,20,8,5.75,4.76,0.15,4,16,4,1,6.04,5.63,0.02,104,91,13,0.61,15.83,0.18,105.46,19.4,2.15,1.15,4,24.29,16,3,2,1,0,1108.86,127024.3,Pre-Game
9/28/2024,Game,Jonathan Hammond,LB/DE,5670,3807,1228,476,103,37,20,159,18.96,96.05,56,0.31,76,120,76,47,8.16,6.18,0.42,41,73,41,20,7.05,6.83,0.22,568,498,69,3.11,31.06,0.37,232.89,86.17,9.76,3.84,12,81.81,93,15,11,4,0,6703.75,296098.4,Pre-Game
9/28/2024,Game,Ryan McKenna,OL,5424,3297,1489,549,72,17,1,91,14.75,87.59,18,0.1,53,110,53,19,5.31,4.76,0.29,27,57,27,11,5.01,6.94,0.14,396,350,52,2.17,29.72,0.49,219.36,107.86,13.76,7.68,14,92.01,104,18,14,6,2,3390.63,265339,Pre-Game
9/28/2024,Game,Sascha Garcia,DB,5930,3588,1481,577,230,54,0,284,18.47,84.15,54,0.3,56,83,56,29,7.24,6.27,0.33,7,23,7,3,8.65,7.93,0.04,840,803,73,4.71,33.21,0.45,254.83,113.59,21.38,8.31,10,70.01,125,30,28,5,3,6823.07,307757.4,Pre-Game
9/28/2024,Game,Latrelle Smith,DB,8099,6074,1370,507,128,17,4,148,19.69,88.45,21,0.12,70,100,70,27,7.69,6.1,0.41,31,63,31,18,5.65,9.64,0.17,694,650,69,3.89,45.41,0.32,329.43,105.09,21.17,8.94,10,74.61,119,30,24,7,1,6535.7,396510.7,Pre-Game
9/28/2024,Game,Elijah Rainer,LB,5019,3264,1270,415,56,14,0,70,16.98,83.52,14,0.08,47,83,47,20,6.06,5.8,0.3,6,29,6,1,7.93,6.86,0.03,451,409,54,2.59,28.79,0.4,205.77,82.59,12.29,8.75,8,53.94,66,14,10,6,2,3944.39,248228.1,Pre-Game
9/28/2024,Game,Jaden Boring,LB,4562,3174,832,303,188,65,0,253,17.75,83.1,65,0.37,40,63,40,25,6.63,5.49,0.26,7,21,7,3,6.77,7.19,0.04,523,483,37,3,26.16,0.14,191.33,26.79,4.08,2.08,2,13.74,12,5,3,2,0,4459.57,227095.3,Pre-Game
9/28/2024,Game,Ty Gordon,DL,3553,2338,849,299,49,14,4,68,14.78,79.81,19,0.11,36,88,36,12,6.29,5.01,0.22,6,24,6,3,7.28,6.31,0.03,258,197,32,1.51,20.8,0.38,142.22,54.14,7.63,4.79,12,79.45,46,10,7,4,1,2484.77,173998.4,Pre-Game
9/28/2024,Game,Josh Miller,RB,4594,2645,1110,639,150,41,8,199,17.94,90.11,50,0.27,29,48,29,19,6.89,5.88,0.17,3,9,3,0,7.21,6.44,0.02,492,547,48,2.7,25.17,0.29,194.45,56.62,6.71,3.12,4,29.9,54,10,7,3,0,3449.3,224580.2,Pre-Game
9/28/2024,Game,TJ McGill,DB,5894,3183,1768,622,270,40,12,321,19,90.48,51,0.29,63,108,63,33,4,6.49,0.36,50,82,50,23,4,8.79,0.27,873,842,86,4.89,33.02,0.41,254.49,103.08,23.45,19.25,7,53.35,73,20,13,12,5,6407.92,313196.5,Pre-Game
10/5/2024,Game,DreSean Kendrick,WR,7658,3939,2139,998,474,100,9,582,18.9,86.62,109,0.52,68,114,68,50,7.54,6.15,0.33,28,64,28,11,7.31,9.54,0.13,1353,1468,120,6.52,36.91,0.36,342.46,122.18,17.47,7.92,12,88.93,99,21,20,4,3,13569.79,413041.6,Pre-Game
10/5/2024,Game,JT Mayo,WR,7855,3944,2151,1134,411,120,94,625,19.03,93.56,214,1.05,92,149,92,72,7.57,6.35,0.44,19,49,19,3,8.02,6.61,0.09,1265,1317,137,6.19,38.43,0.47,344.78,161.44,10.05,4.95,5,36.42,130,14,12,3,1,13236.02,429337.1,Pre-Game
10/5/2024,Game,Josh Guilford,WR,4555,3052,955,472,71,5,0,76,17.71,77.95,5,0.03,30,54,30,18,7.28,6.21,0.18,9,35,9,4,7.93,6.28,0.05,448,484,44,2.19,22.27,0.34,189.55,64.32,4.31,1.24,0,0,51,8,7,1,0,5090.15,223948,Pre-Game
10/5/2024,Game,Carson Jenkins,WR,4162,2826,916,259,143,18,0,161,18.85,83.04,18,0.09,22,41,22,15,7.37,6.63,0.12,7,24,7,5,8.85,5.67,0.03,416,449,38,2.01,20.06,0.39,173.79,67.79,7.55,1.58,1,9.74,78,12,12,1,1,3709.97,208115.5,Pre-Game
10/5/2024,Game,Bronson Yoder,RB,4899,2546,1287,862,106,36,61,204,19.74,95.83,98,0.72,47,70,47,19,7.46,5.35,0.35,24,42,24,18,7.72,7.07,0.18,713,777,71,5.25,36.08,0.58,214.05,124.32,21.95,14.04,11,76.63,124,25,21,9,5,6216.51,250204.3,Pre-Game
10/5/2024,Game,Malachi Imoh,RB,6252,3847,1276,697,310,118,4,432,19.69,87.28,122,0.61,56,81,56,48,8.52,6.75,0.3,32,49,32,11,8.58,8.4,0.15,979,1018,82,4.9,31.29,0.33,274.84,89.47,17.92,9.92,14,102.06,82,22,19,6,3,9074.63,335120.3,Pre-Game
10/5/2024,Game,Darius WIlson,QB,6029,3960,1155,547,234,105,26,366,20.21,94.93,131,0.64,75,122,75,33,6.93,7.29,0.36,32,67,32,18,7.31,8.05,0.15,885,822,74,4.3,29.28,0.38,256.51,96.81,39.46,33.32,39,183.61,62,31,21,21,11,7956.3,319562.5,Pre-Game
10/5/2024,Game,Trey McDonald,TE,6335,3573,1748,746,261,7,0,268,16.11,77.08,7,0.03,69,105,69,43,6.19,5.88,0.36,7,34,7,4,8.5,7.75,0.03,812,848,84,3.97,30.98,0.33,271.54,89.81,16.75,10.73,9,66.15,87,19,16,7,4,9014.09,323904.3,Pre-Game
10/5/2024,Game,Sean McElwain,TE,7508,4335,1948,932,251,41,1,293,17.65,85.1,42,0.21,69,121,69,35,7.73,5.8,0.34,38,84,38,20,7.98,7.71,0.18,989,955,104,4.84,36.72,0.52,322.04,168.11,33.05,13.13,15,108.17,195,49,43,10,4,12089.52,391152.5,Pre-Game
10/5/2024,Game,Charles Grant,OL,5792,3564,1712,504,11,1,0,12,15.06,79.26,1,0,74,118,74,23,5.94,5.38,0.39,15,63,15,4,5.67,5.43,0.07,399,307,58,2.04,29.53,0.28,235.9,65.6,7.95,3.16,9,55.08,35,10,9,2,1,7537.01,284603.1,Pre-Game
10/5/2024,Game,Jalen Jones,DB,6849,4115,1710,826,143,54,0,197,18.18,83.09,54,0.26,92,133,92,40,6.97,6.63,0.5,39,70,39,11,8.01,6.8,0.2,939,904,102,4.59,33.49,0.44,294.33,129.41,30.17,16.31,7,52.84,125,39,31,12,4,10061.43,360534,Pre-Game
10/5/2024,Game,Alex Washington,LB,6633,4575,1462,522,74,0,0,74,16.86,74.87,0,0,84,134,84,39,7.44,6.42,0.44,31,74,31,13,8.14,8.12,0.15,725,642,78,3.62,33.14,0.3,273.91,83.39,17.95,8.68,14,90.84,77,23,19,6,2,8032.06,337442.9,Pre-Game
10/5/2024,Game,Quinn Osborne,LB,6785,4526,1658,401,150,45,5,200,18.93,86.6,49,0.25,70,114,70,29,7.3,5.36,0.4,40,83,40,18,7.65,10.12,0.23,693,613,64,3.46,33.91,0.34,282.28,96.82,28.06,20.61,19,136.98,54,26,23,12,9,8065.31,339700.1,Pre-Game
10/5/2024,Game,Cade Mattive,LB,4827,2887,1226,377,241,97,0,338,18.22,83.89,97,0.49,38,63,38,26,6.71,5.98,0.23,9,17,9,5,6.51,9.93,0.04,576,544,39,2.88,24.12,0.54,207.52,111.19,24.7,10.32,10,80.51,143,34,30,7,3,6415.49,240619,Pre-Game
10/5/2024,Game,Christian Hamm,LB,4015,2537,869,480,96,32,0,129,17.06,84.33,32,0.16,41,67,41,25,6.14,5.65,0.25,10,32,10,4,6.49,6.21,0.05,430,431,47,2.15,20.05,0.66,167.6,110.64,13.71,5.91,14,103.2,162,21,15,6,0,4622.89,200217.9,Pre-Game
10/5/2024,Game,Davin Dzidzienyo,DL,4518,2989,1191,315,19,3,0,22,14.41,78.7,3,0.02,23,63,23,0,5.74,5.51,0.12,3,11,3,0,5.95,4.82,0.01,260,180,35,1.33,23.02,0.45,180.81,81.75,21.7,11.93,20,129.35,78,28,21,9,2,6035.61,220276.5,Pre-Game
10/5/2024,Game,Jaedon Joyner,DB,7048,4643,1519,699,150,34,3,187,18.69,87.75,37,0.18,71,113,71,32,7.12,6.55,0.37,27,62,27,14,7.68,6.27,0.13,834,818,89,4.08,34.49,0.17,295.29,49.2,3.75,2.8,3,22.31,16,5,2,3,0,7418.58,361355.7,Pre-Game
10/5/2024,Game,John Kearney,LB,5906,3627,1351,539,295,90,5,390,18.69,87.79,95,0.48,28,51,28,13,6.89,5.38,0.16,17,38,17,8,7.95,8.8,0.08,640,694,48,3.2,29.52,0.28,252.51,71.45,9.8,5.86,7,51.98,66,12,10,4,2,4312.2,283777.6,Pre-Game
10/5/2024,Game,Tyson Garrett,RB,6052,4591,877,362,129,93,0,222,18.3,83.3,93,0.45,25,41,25,11,7.97,6.19,0.13,17,33,17,7,7.53,7.23,0.09,520,519,41,2.51,29.16,0.18,248.89,46,7.24,4.05,3,22.07,32,8,8,2,2,3895.27,290708.5,Pre-Game
10/5/2024,Game,Matt Akuchie,WR,5726,3986,1150,469,108,12,0,121,18.73,81.97,12,0.06,28,64,28,16,7.69,6.69,0.15,8,25,8,0,9.07,4.32,0.04,571,629,63,2.79,28.01,0.29,239.15,68.41,1.35,0,2,11.86,56,3,3,0,0,4578.22,280125.3,Pre-Game
10/5/2024,Game,Breyden Byrd,DL,3726,2874,549,244,45,14,0,59,16.22,82.67,14,0.07,16,29,16,4,7.1,5,0.09,1,4,1,0,7.93,5.82,0.01,143,132,15,0.69,17.95,0.2,147.27,29,2.23,0,2,12.46,28,4,4,0,0,1547.51,172579.8,Pre-Game
10/5/2024,Game,Jonathan Hammond,LB/DE,6352,4031,1452,660,140,31,38,210,19.22,97.37,70,0.34,87,136,87,55,8.16,6.13,0.44,45,80,45,15,7.05,9.44,0.23,711,620,74,3.42,30.61,0.43,264.42,112.67,23.32,11.41,22,145.24,134,32,25,9,2,7707.58,332483.8,Pre-Game
10/5/2024,Game,Ryan McKenna,OL,6117,3551,1818,631,76,28,12,116,15.42,91.57,40,0.19,60,111,60,15,5.31,4.78,0.3,26,81,26,7,5.01,6.17,0.12,463,373,55,2.23,29.48,0.61,248.53,152.21,16.02,3.55,32,209.99,171,27,24,3,0,3632.08,299364.2,Pre-Game
10/5/2024,Game,Sascha Garcia,DB,6997,4310,1558,863,179,58,28,265,22.41,102.1,86,0.42,64,104,64,33,7.24,5.82,0.34,9,30,9,7,8.65,8.47,0.04,981,996,96,4.81,34.29,0.41,300.43,124.39,23.46,13.95,6,51.13,116,28,23,9,4,8250.51,361332.4,Pre-Game
10/5/2024,Game,Elijah Rainer,LB,5835,3843,1278,576,114,23,1,138,17.37,85.44,24,0.12,51,80,51,33,6.06,6.04,0.3,5,17,5,1,7.93,5.85,0.02,503,495,56,2.51,29.15,0.33,240.2,79.43,7.76,5.51,7,51.56,51,8,5,4,1,5423.62,284878.3,Pre-Game
10/5/2024,Game,Jaden Boring,LB,6035,4301,994,447,187,93,14,293,19.48,91.2,106,0.53,29,51,29,14,6.63,5.7,0.18,8,25,8,1,6.77,5.1,0.04,550,545,40,2.75,30.11,0.1,252.73,24.86,0,0,2,15.61,7,0,0,0,0,4364.81,291012.1,Pre-Game
10/5/2024,Game,Ty Gordon,DL,4127,2764,941,380,33,5,5,42,16.11,86.99,10,0.05,43,73,43,12,6.29,5.02,0.24,9,20,9,3,7.28,7.56,0.05,220,147,23,1.12,21.03,0.39,164.65,65.02,12.43,9.01,12,75.44,46,11,8,5,2,2554.84,196446.9,Pre-Game
10/5/2024,Game,Josh Miller,RB,2643,1870,373,350,47,3,0,50,15.93,80.01,3,0.02,4,14,4,1,6.89,4.58,0.02,2,6,2,0,7.21,6.29,0.01,159,204,20,0.91,15.18,0.16,107.33,17.19,3.75,1.78,3,20.81,11,5,5,1,1,509.49,122314.3,1st Qtr
10/5/2024,Game,TJ McGill,DB,4921,2963,1390,437,85,40,6,131,19.32,92,46,0.23,47,81,47,18,4,5.7,0.28,26,50,26,14,4,6.95,0.15,530,495,59,2.59,24.09,0.42,206.54,85.91,15.54,9.87,9,67.9,73,16,12,7,3,4002.14,247095.7,Pre-Game
10/19/2024,Game,Hollis Mathis,WR,7410,4237,1611,948,440,147,26,613,20.15,91.01,174,0.87,72,112,72,53,7.36,6.66,0.36,54,107,54,32,8.09,8.47,0.25,1371,1430,112,6.84,36.95,0.48,331.34,158.69,32.96,16.55,12,95.25,162,42,36,11,5,11535.7,400195.9,Pre-Game
10/19/2024,Game,DreSean Kendrick,WR,7584,4211,2183,898,241,49,1,292,18.74,85.88,50,0.25,71,126,71,52,7.54,6.15,0.37,21,58,21,3,7.31,6.92,0.11,1076,1128,116,5.27,37.13,0.28,328.89,93.12,8.9,4.6,5,38.35,58,12,12,3,3,11297.5,398349.6,Pre-Game
10/19/2024,Game,JT Mayo,WR,7763,4269,1878,1028,470,99,18,587,19.92,97.94,116,0.57,88,139,88,62,7.57,6.45,0.44,26,59,26,5,8.02,7.27,0.12,1233,1200,127,6.03,37.98,0.46,334.88,154.57,8.04,3.26,4,30.13,101,13,10,3,0,11867.7,418063.4,Pre-Game
10/19/2024,Game,Josh Guilford,WR,3940,2893,682,292,71,2,0,73,17.26,75.97,2,0.01,28,50,28,15,7.28,6.31,0.18,12,24,12,5,7.93,6.53,0.06,364,394,36,1.82,19.65,0.29,160.68,46.65,4.28,0,0,0,28,9,9,0,0,4186.38,195111.9,Pre-Game
10/19/2024,Game,Carson Jenkins,WR,3224,2391,614,188,32,0,0,32,16.34,71.98,0,0,19,30,19,11,7.37,6.6,0.11,3,13,3,2,8.85,4.88,0.02,230,224,23,1.12,15.77,0.27,130.59,34.74,3.95,0.81,0,0,25,7,6,1,0,2541.39,156634.1,Pre-Game
10/19/2024,Game,Bronson Yoder,RB,5908,3457,1480,776,158,25,12,196,19.3,93.69,38,0.22,60,82,60,40,7.46,5.67,0.34,46,68,46,23,7.72,8.5,0.25,740,749,80,4.3,34.31,0.58,251.22,145.27,31.39,15.76,24,174.83,157,40,34,10,4,8489.63,307437.1,Pre-Game
10/19/2024,Game,Malachi Imoh,RB,6839,4063,1776,677,196,88,39,323,21.11,93.57,127,0.65,66,110,66,49,8.52,6.45,0.36,26,44,26,11,8.58,12.53,0.14,899,875,81,4.58,34.86,0.44,297.79,129.94,22.19,16.31,12,94.33,106,21,15,10,4,10600.16,358796,Pre-Game
10/19/2024,Game,Darius WIlson,QB,7219,4589,1454,790,248,110,29,386,19.59,92.02,139,0.68,81,111,81,52,6.93,6.11,0.4,20,62,20,12,7.31,10.27,0.09,996,991,91,4.87,35.31,0.23,308.71,70.64,20.34,13.38,12,91.71,45,21,15,9,3,11261.77,376210,Pre-Game
10/19/2024,Game,Tyler Hughes,QB,4241,3724,444,73,0,0,0,0,12.84,57.35,0,0,11,35,11,9,7.13,5.44,0.07,1,10,1,0,7,4.65,0.01,97,98,15,0.48,20.79,0.1,162.97,16.97,0,0,0,0,0,0,0,0,0,1395.14,194028.7,Pre-Game
10/19/2024,Game,Trey McDonald,TE,6683,4085,1586,743,236,33,0,269,17.06,81.63,33,0.17,76,111,76,56,6.19,5.84,0.41,18,47,18,6,8.5,8.18,0.09,903,891,87,4.5,33.33,0.31,283.46,87.72,19.14,12.97,14,95.05,71,23,13,11,1,10402.05,348180.1,Pre-Game
10/19/2024,Game,Sean McElwain,TE,7351,4572,1653,756,331,40,0,371,17.52,84.47,40,0.2,72,126,72,21,7.73,5.22,0.36,46,86,46,21,7.98,6.37,0.22,1035,983,104,5.16,36.66,0.36,312.76,111.14,14.68,9.51,12,79.6,122,17,11,7,1,11696.17,382368.2,Pre-Game
10/19/2024,Game,Charles Grant,OL,6028,4038,1467,444,70,9,0,79,16.06,84.53,9,0.05,76,136,76,29,5.94,5.24,0.43,16,59,16,1,5.67,4.73,0.08,413,314,50,2.14,31.31,0.46,244.28,111.99,25.86,15.67,20,122.05,100,31,20,13,2,8370.48,297265.7,Pre-Game
10/19/2024,Game,Jalen Jones,DB,6447,3991,1609,722,119,6,0,126,16.83,76.92,6,0.03,74,127,74,32,6.97,5.93,0.4,32,53,32,12,8.01,8.87,0.15,788,771,84,3.93,32.17,0.37,274.37,102.28,20.61,12.09,9,63.88,84,24,21,7,4,7277.07,332671,Pre-Game
10/19/2024,Game,Alex Washington,LB,6494,4323,1432,594,131,14,0,146,18,79.93,14,0.07,87,128,87,44,7.44,5.69,0.47,35,79,35,18,8.14,7.24,0.18,849,775,88,4.32,33.06,0.35,271.91,95.99,22.7,12.75,9,64.19,106,29,24,9,4,9377.12,340878.6,Pre-Game
10/19/2024,Game,Quinn Osborne,LB,6714,4525,1482,600,84,16,8,108,20.67,94.56,24,0.12,77,119,77,29,7.3,6.13,0.42,41,81,41,20,7.65,8.01,0.22,748,694,83,3.81,34.18,0.28,278.29,76.87,18.15,13.06,15,104.18,42,18,13,8,3,9382.72,343084.8,Pre-Game
10/19/2024,Game,Cade Mattive,LB,3802,2161,995,304,176,134,31,341,20.03,92.22,165,0.86,30,44,30,16,6.71,6.27,0.21,3,9,3,0,6.51,4.52,0.02,507,491,31,2.64,19.77,0.97,167.06,162.14,66.27,26,2,11.2,254,96,79,21,4,6015.68,189175.1,Pre-Game
10/19/2024,Game,Christian Hamm,LB,4484,2719,1124,411,128,84,19,231,18.38,90.86,103,0.53,48,69,48,31,6.14,5.7,0.29,15,33,15,5,6.49,6.98,0.09,510,477,49,2.6,22.83,0.52,189.66,98.63,12.85,6.03,11,79.34,112,18,16,4,2,6891.51,227033,Pre-Game
10/19/2024,Game,Davin Dzidzienyo,DL,4843,3035,1322,433,38,13,1,52,15.92,86.95,14,0.07,14,61,14,0,5.74,5.09,0.07,2,9,2,1,5.95,6.8,0.01,357,310,52,1.85,25.14,0.53,195.92,104.34,19.99,8.13,13,81.83,136,31,23,8,0,6433.27,237267.6,Pre-Game
10/19/2024,Game,Bryce Barnes,DB,3746,2405,877,339,59,49,16,125,20.22,89.95,66,0.33,26,48,26,11,7.76,9.66,0.15,19,36,19,10,7.93,9.16,0.11,456,418,44,2.32,19.04,0.58,158.31,91.94,20.19,6.9,5,35.46,118,33,26,7,0,4465.39,191821.5,Pre-Game
10/19/2024,Game,Jaedon Joyner,DB,7111,4594,1417,771,221,85,22,329,20.61,96.76,108,0.54,78,122,78,37,7.12,6.46,0.4,33,69,33,13,7.68,8.09,0.15,1006,976,101,5.02,35.49,0.2,302.3,61.22,8.53,7.78,6,43.89,23,6,3,5,2,8216.67,374710.5,Pre-Game
10/19/2024,Game,John Kearney,LB,5512,3673,1127,348,187,162,15,364,18.92,88.87,177,0.9,28,45,28,14,6.89,10,0.18,10,28,10,7,7.95,6.61,0.07,542,551,39,2.76,28.09,0.26,232.86,60.79,13.58,10,4,28.79,76,12,12,5,5,4847.19,265001.8,Pre-Game
10/19/2024,Game,Leonte Oulahi,WR,1507,822,479,176,30,0,0,30,13.89,66.78,0,0,14,23,14,10,7.58,6.41,0.44,3,11,3,0,8.27,4.44,0.1,160,167,20,5.08,47.73,0.21,63.71,13.2,0,0,0,0,2,0,0,0,0,2020.94,76715.45,Pre-Game
10/19/2024,Game,Tyson Garrett,RB,5324,3743,936,338,152,152,3,307,19.06,86.75,154,0.78,29,42,29,18,7.97,6.73,0.16,11,31,11,8,7.53,6.17,0.06,592,602,41,2.98,26.77,0.22,224.24,49.37,6.21,3.57,2,14.93,37,9,6,3,0,5293.28,263553.8,Pre-Game
10/19/2024,Game,Matt Akuchie,WR,4616,2901,1020,610,58,22,6,86,20.05,87.75,28,0.14,31,58,31,20,7.69,6.55,0.18,6,26,6,1,9.07,5.3,0.03,645,754,60,3.22,23.02,0.26,197.13,51.71,1.88,1.88,2,13.39,28,2,0,2,0,4689.35,231958.4,Pre-Game
10/19/2024,Game,Mike Malone,DL,4218,3049,765,358,45,1,0,46,14.66,77.9,1,0,33,59,33,18,5.75,5.03,0.2,6,31,6,2,6.04,5.41,0.03,213,186,24,1.1,21.9,0.22,168.93,37.02,3.61,3.23,10,63.14,28,3,2,2,1,1947.71,199251,Pre-Game
